date,battery_power,blue,n_cores,pc,talk_time,touch_screen,wifi,dual_sim,four_g,three_g,clock_speed,fc,int_memory,m_dep,mobile_wt,px_height,px_width,ram,sc_h,sc_w,price_range
4/3/2022,879,No,4,2,11,No,Yes,Yes,Yes,Yes,1.5,0,21,0.8,187,463,1038,2927,14,13,high cost
4/3/2022,916,Yes,4,12,14,Yes,No,No,No,No,2.6,0,36,0.3,195,188,992,1470,13,0,low cost
4/3/2022,763,No,8,14,8,Yes,No,Yes,Yes,Yes,1.7,8,2,0.5,92,1028,1186,1050,6,4,low cost
4/3/2022,508,No,6,2,10,Yes,Yes,Yes,No,Yes,1.6,0,9,0.4,162,1419,1920,2616,18,8,high cost
4/3/2022,825,No,8,17,10,Yes,No,Yes,No,Yes,2.9,0,34,0.8,99,1471,1866,2915,8,2,very high cost
4/3/2022,1864,No,1,12,18,Yes,Yes,No,Yes,Yes,1.4,8,46,0.7,178,168,981,2686,11,7,high cost
4/3/2022,1725,No,6,12,5,Yes,Yes,Yes,Yes,Yes,0.5,8,52,1,185,1125,1195,1243,19,18,medium cost
4/3/2022,1108,Yes,2,12,13,Yes,Yes,No,No,No,2.9,10,52,0.1,183,130,1706,3264,16,1,very high cost
4/3/2022,1011,No,7,18,16,Yes,Yes,No,Yes,Yes,1.1,4,36,0.2,131,481,749,2261,7,6,medium cost
4/3/2022,1703,Yes,5,19,20,Yes,Yes,Yes,Yes,Yes,1.5,17,55,0.7,138,1411,1711,2993,5,1,very high cost
4/3/2022,1067,Yes,7,0,16,Yes,No,Yes,No,No,1.7,0,58,0.5,135,79,681,706,12,9,low cost
4/3/2022,1334,Yes,5,14,8,No,No,No,Yes,Yes,2.4,5,42,0.6,115,1187,1974,2542,10,1,very high cost
4/3/2022,775,Yes,7,10,9,No,Yes,No,No,Yes,2.6,0,30,0.4,189,561,1510,2523,17,16,high cost
4/3/2022,1899,Yes,2,0,4,No,Yes,No,No,Yes,0.6,0,26,0.1,151,96,814,336,13,11,low cost
4/3/2022,930,Yes,6,10,17,Yes,No,Yes,Yes,Yes,1.3,1,14,0.4,97,77,1025,2457,11,7,medium cost
4/3/2022,1058,No,4,14,16,No,Yes,No,No,No,1.5,2,19,0.4,166,493,1247,418,9,7,low cost
4/3/2022,1187,Yes,2,9,8,No,Yes,No,Yes,Yes,2.2,0,46,0.4,145,1173,1814,3917,13,11,very high cost
4/3/2022,1874,Yes,7,13,2,No,Yes,Yes,No,No,2.7,10,8,0.9,166,964,1233,1246,8,1,medium cost
4/3/2022,1482,No,7,10,12,Yes,Yes,No,No,Yes,0.5,2,48,0.2,142,634,642,2971,12,8,high cost
4/3/2022,1809,Yes,3,4,16,No,Yes,No,Yes,Yes,1.7,3,59,0.1,174,639,721,2324,10,6,high cost
4/3/2022,864,Yes,2,1,16,Yes,Yes,Yes,Yes,Yes,3,0,54,0.7,187,127,1670,3121,18,2,high cost
4/3/2022,625,Yes,1,20,2,No,No,No,Yes,Yes,1.9,12,33,0.2,191,431,550,3801,10,6,high cost
4/3/2022,1880,Yes,3,5,7,No,No,No,Yes,Yes,1.8,4,18,0.7,138,71,699,3333,17,15,very high cost
4/3/2022,1138,No,8,17,3,No,No,No,Yes,Yes,1.4,12,44,0.2,187,111,1138,3475,19,3,very high cost
4/3/2022,560,No,8,15,18,Yes,Yes,No,No,No,0.5,14,23,1,146,356,1903,2360,17,16,medium cost
4/3/2022,1117,No,7,8,16,Yes,No,No,No,Yes,0.5,1,12,0.6,144,798,817,2895,7,6,high cost
4/3/2022,1712,No,7,12,19,No,No,No,No,Yes,1.4,1,63,0.5,137,747,1126,3652,16,1,very high cost
4/3/2022,1836,Yes,6,16,18,Yes,No,Yes,No,No,1.7,3,26,0.1,134,408,1139,3097,5,0,very high cost
4/3/2022,1036,Yes,7,3,2,Yes,No,No,No,No,2.4,0,39,0.2,119,373,926,2101,10,7,medium cost
4/3/2022,1860,Yes,4,16,8,Yes,No,No,No,No,2.3,15,23,0.6,162,1362,1506,3918,9,2,very high cost
4/3/2022,1375,Yes,7,19,10,Yes,Yes,No,Yes,Yes,1.1,3,9,0.9,145,475,726,3869,19,18,very high cost
5/3/2022,1945,No,4,1,14,Yes,No,Yes,Yes,Yes,1.6,0,57,0.3,195,743,1753,732,14,1,medium cost
5/3/2022,1896,No,2,13,18,No,No,Yes,Yes,Yes,0.5,8,7,0.4,141,447,794,3684,9,7,very high cost
5/3/2022,788,No,8,12,6,Yes,Yes,Yes,Yes,Yes,2.5,4,57,0.9,91,42,1161,3969,12,8,very high cost
5/3/2022,880,Yes,2,2,7,Yes,No,Yes,No,Yes,1.7,0,33,0.7,173,30,1350,1414,12,1,low cost
5/3/2022,1323,Yes,4,12,15,Yes,Yes,Yes,Yes,Yes,2.5,10,28,0.2,131,162,619,1892,10,0,medium cost
5/3/2022,1868,No,1,4,7,Yes,Yes,Yes,Yes,Yes,2,0,42,0.2,169,347,660,3131,8,3,very high cost
5/3/2022,1266,No,3,12,4,Yes,Yes,Yes,Yes,Yes,1.9,0,7,0.2,184,346,1468,2532,10,5,high cost
5/3/2022,1042,No,7,18,20,Yes,Yes,Yes,Yes,Yes,2.7,16,50,0.8,93,727,1705,3215,18,0,very high cost
5/3/2022,1479,No,3,10,6,No,Yes,No,No,Yes,0.5,8,19,0.6,156,180,1476,3323,13,12,very high cost
5/3/2022,1476,Yes,4,5,3,No,Yes,Yes,Yes,Yes,1.2,0,55,0.1,171,1641,1666,1529,13,8,high cost
5/3/2022,1552,Yes,6,9,9,Yes,Yes,No,Yes,Yes,2.2,6,13,0.2,123,269,1026,2403,9,2,high cost
5/3/2022,1454,Yes,4,3,5,Yes,No,Yes,No,Yes,0.5,1,34,0.7,83,250,1033,3419,7,5,very high cost
5/3/2022,1007,No,5,2,16,No,No,No,No,No,2,0,45,0.1,95,1186,1529,3648,9,0,very high cost
5/3/2022,652,Yes,5,11,12,No,No,Yes,Yes,Yes,2.4,9,17,0.7,173,77,559,1974,12,10,low cost
5/3/2022,1504,No,8,15,7,No,Yes,No,Yes,Yes,1.5,12,34,0.7,142,507,973,2806,7,2,high cost
5/3/2022,1726,Yes,4,3,13,No,Yes,Yes,No,Yes,0.9,2,51,0.6,193,379,1223,2239,13,9,high cost
5/3/2022,1029,Yes,5,8,4,Yes,Yes,Yes,Yes,Yes,1.9,5,5,0.2,171,264,956,582,15,7,low cost
5/3/2022,1582,No,6,13,10,Yes,Yes,No,Yes,Yes,2.8,2,44,0.5,112,1486,1797,3890,17,10,very high cost
5/3/2022,1478,Yes,5,17,6,No,Yes,Yes,No,No,0.8,12,48,0.7,99,694,882,1141,5,2,medium cost
5/3/2022,1178,Yes,5,0,17,No,No,No,No,No,1.3,0,49,0.6,101,579,596,2511,6,3,high cost
5/3/2022,707,No,3,17,7,No,Yes,Yes,No,Yes,2.1,2,25,0.8,131,495,574,3838,9,2,very high cost
5/3/2022,755,Yes,4,12,16,No,Yes,No,Yes,Yes,2.8,5,51,0.3,186,315,990,2734,10,1,high cost
5/3/2022,912,Yes,8,5,20,Yes,No,No,No,No,2,1,54,0.3,161,329,1053,2330,19,5,medium cost
5/3/2022,651,Yes,5,4,19,Yes,No,Yes,Yes,Yes,0.8,2,63,0.2,176,548,858,2244,14,9,medium cost
5/3/2022,1483,No,7,2,2,Yes,No,No,Yes,Yes,2.1,1,54,0.2,176,531,758,1851,15,13,medium cost
5/3/2022,914,Yes,2,12,5,Yes,No,No,No,Yes,0.9,2,4,0.8,100,191,1495,808,11,7,low cost
5/3/2022,1456,Yes,5,12,20,No,Yes,Yes,No,Yes,0.5,7,7,0.4,105,823,1104,1587,6,5,medium cost
5/3/2022,1178,No,3,17,10,Yes,No,Yes,No,Yes,2.2,6,57,0.3,84,96,1352,2492,16,14,high cost
5/3/2022,1503,Yes,4,14,2,No,No,No,Yes,Yes,0.7,10,43,0.2,166,841,1304,2122,15,1,high cost
5/3/2022,1681,Yes,2,13,16,Yes,Yes,No,No,No,2.5,2,11,0.4,158,195,1205,1122,12,6,low cost
5/3/2022,715,No,4,6,10,No,No,Yes,No,No,2.3,4,48,0.1,160,21,562,3709,14,2,high cost
5/3/2022,1876,No,3,4,18,No,No,Yes,Yes,Yes,2.8,3,56,0.4,182,235,585,3021,12,2,high cost
5/3/2022,1190,Yes,6,10,19,Yes,Yes,Yes,No,Yes,2.2,9,47,0.3,186,1417,1441,624,9,3,low cost
5/3/2022,1755,Yes,7,2,7,No,Yes,No,Yes,Yes,1.3,0,24,0.1,134,286,1075,3937,8,1,very high cost
5/3/2022,1197,No,6,7,4,Yes,Yes,No,Yes,Yes,1.3,3,20,0.5,149,649,1629,1797,19,5,medium cost
5/3/2022,1048,Yes,2,19,15,No,Yes,No,Yes,Yes,0.9,10,28,0.8,194,966,1975,1458,5,1,medium cost
5/3/2022,1887,Yes,8,7,16,Yes,No,Yes,Yes,Yes,3,6,17,0.2,126,1172,1798,3348,18,16,very high cost
5/3/2022,1772,Yes,8,15,20,Yes,Yes,Yes,No,No,0.5,3,64,0.7,116,270,545,1834,5,2,medium cost
5/3/2022,1421,No,1,2,14,No,Yes,No,Yes,Yes,2.8,0,57,0.4,165,781,1657,2775,13,8,very high cost
5/3/2022,1464,No,6,8,19,No,No,Yes,Yes,Yes,0.5,0,17,0.7,153,418,1341,1277,13,6,medium cost
5/3/2022,728,No,4,5,16,Yes,Yes,Yes,No,Yes,2.3,4,23,0.8,111,126,817,457,17,10,low cost
5/3/2022,954,Yes,2,11,2,No,No,No,No,Yes,0.5,0,50,0.3,134,228,1058,438,17,0,low cost
5/3/2022,685,No,7,15,2,Yes,Yes,Yes,Yes,Yes,0.5,8,13,0.8,82,1091,1203,3210,15,7,very high cost
5/3/2022,1472,No,6,10,7,Yes,No,Yes,No,Yes,2.8,1,36,0.5,130,1452,1744,985,12,11,medium cost
5/3/2022,853,Yes,2,16,8,Yes,No,No,Yes,Yes,2,10,3,0.6,200,674,740,3701,15,8,very high cost
5/3/2022,1469,No,7,0,3,Yes,No,No,No,No,2.1,0,8,0.7,123,398,1133,1052,8,1,low cost
5/3/2022,1310,Yes,8,9,8,No,No,Yes,No,No,2.3,6,57,0.9,135,449,889,1175,16,0,low cost
5/3/2022,1654,No,7,2,14,Yes,Yes,No,No,Yes,1.8,1,11,0.3,146,1184,1719,1070,8,1,medium cost
5/3/2022,902,Yes,7,9,15,No,Yes,No,No,No,0.7,3,3,0.3,134,675,1285,3411,12,11,very high cost
5/3/2022,1448,No,3,16,6,Yes,No,Yes,No,No,1.4,13,26,1,156,1792,1850,1175,12,9,medium cost
5/3/2022,1631,No,7,12,13,No,No,Yes,Yes,Yes,0.9,2,3,0.1,198,177,1905,301,13,5,low cost
5/3/2022,1608,No,2,13,8,No,Yes,Yes,No,No,1.8,7,28,0.4,183,1013,1158,489,15,11,low cost
5/3/2022,1991,Yes,2,13,8,Yes,No,No,Yes,Yes,2.7,5,64,0.9,145,1058,1325,1733,5,3,high cost
5/3/2022,1349,No,5,16,4,No,No,Yes,No,Yes,2,15,62,0.3,114,592,772,2756,11,3,high cost
5/3/2022,1589,No,1,18,16,No,No,No,Yes,Yes,2.5,5,51,0.8,195,810,1743,2612,8,2,high cost
5/3/2022,1844,Yes,8,3,14,Yes,Yes,Yes,No,No,2.3,1,51,0.7,158,533,882,1724,5,1,medium cost
5/3/2022,712,Yes,2,10,4,Yes,Yes,Yes,Yes,Yes,0.5,3,35,0.2,84,558,1208,2190,16,12,medium cost
5/3/2022,972,Yes,3,4,19,No,Yes,No,Yes,Yes,1.7,0,54,0.7,107,681,1050,1900,16,8,medium cost
5/3/2022,1406,No,3,5,2,No,Yes,Yes,Yes,Yes,0.5,2,34,0.8,98,1017,1366,3915,9,8,very high cost
5/3/2022,1289,No,6,12,11,Yes,No,No,Yes,Yes,0.9,10,25,1,178,765,899,1043,6,2,low cost
5/3/2022,932,No,7,2,9,Yes,Yes,No,No,Yes,1.3,1,64,0.7,154,1176,1224,3817,8,7,very high cost
5/3/2022,1747,Yes,3,19,19,Yes,No,No,Yes,Yes,0.9,6,48,0.7,94,947,1131,2362,17,2,high cost
5/3/2022,1172,Yes,3,7,5,No,No,Yes,No,No,2.1,4,41,0.1,95,1314,1884,1107,7,3,medium cost
5/3/2022,1128,Yes,5,14,12,Yes,No,No,No,Yes,1.4,12,53,0.4,84,609,1370,2982,14,9,very high cost
5/3/2022,664,No,5,5,19,Yes,No,Yes,No,Yes,1.2,0,28,0.9,106,754,1497,2042,17,15,medium cost
5/3/2022,513,Yes,4,12,9,Yes,No,No,Yes,Yes,0.5,6,44,0.1,186,619,867,1343,5,1,low cost
5/3/2022,1742,No,7,12,10,No,Yes,Yes,Yes,Yes,2.3,9,43,0.4,170,453,681,2610,12,3,high cost
5/3/2022,1512,Yes,7,17,7,Yes,Yes,No,No,Yes,1.7,12,6,0.7,162,205,884,2335,15,7,high cost
5/3/2022,1986,No,8,20,3,Yes,Yes,Yes,Yes,Yes,0.5,3,51,0.1,165,282,1358,1614,17,12,medium cost
5/3/2022,965,Yes,2,14,10,Yes,No,Yes,No,No,1.5,5,13,1,109,130,998,1138,9,8,low cost
5/3/2022,1067,Yes,8,15,11,No,No,Yes,Yes,Yes,2.4,3,40,0.6,122,494,1989,604,16,14,low cost
5/3/2022,1583,Yes,3,10,9,No,No,No,Yes,Yes,1.6,5,42,0.8,118,275,862,3652,14,10,very high cost
5/3/2022,1653,No,4,6,18,Yes,Yes,Yes,Yes,Yes,0.5,2,37,0.9,176,447,1785,3955,19,4,very high cost
5/3/2022,1433,No,8,11,4,Yes,Yes,No,No,Yes,1.6,7,4,0.7,133,281,799,258,11,9,low cost
5/3/2022,765,No,7,0,16,Yes,No,No,Yes,Yes,2.9,0,18,0.1,153,6,793,1066,11,1,low cost
5/3/2022,1845,Yes,1,12,6,No,No,Yes,No,No,0.5,10,61,0.3,96,292,695,1731,9,5,medium cost
5/3/2022,752,No,7,13,16,No,No,Yes,No,No,0.5,1,48,0.7,87,164,728,3860,7,5,very high cost
5/3/2022,1948,No,5,10,17,Yes,No,Yes,No,No,2.8,8,16,0.1,100,631,1940,3630,9,7,very high cost
5/3/2022,1077,No,3,4,6,Yes,No,Yes,Yes,Yes,2.5,0,45,1,174,897,1304,1965,6,2,medium cost
5/3/2022,932,Yes,4,2,19,Yes,No,No,Yes,Yes,0.5,1,60,0.7,104,268,1078,1459,6,1,low cost
5/3/2022,1968,No,3,7,7,No,Yes,No,No,No,0.9,0,22,0.8,115,861,1259,2323,9,8,high cost
5/3/2022,1122,No,4,14,13,Yes,Yes,No,No,Yes,1.2,9,2,0.6,120,331,790,3291,11,2,high cost
5/3/2022,1588,No,1,13,17,Yes,No,No,Yes,Yes,0.5,0,61,0.8,159,1064,1594,3272,18,0,very high cost
5/3/2022,601,No,4,18,12,No,No,No,No,No,2.1,4,26,0.3,101,509,548,918,9,1,low cost
5/3/2022,1615,No,4,16,3,No,Yes,No,No,No,0.5,14,15,0.1,132,622,1256,3488,16,2,very high cost
5/3/2022,1589,Yes,4,4,14,No,Yes,Yes,No,Yes,2.2,2,58,0.1,128,957,1911,3961,16,14,very high cost
5/3/2022,1417,Yes,6,4,6,No,Yes,No,Yes,Yes,2.7,2,56,0.9,114,494,1649,590,11,3,low cost
5/3/2022,1697,Yes,1,3,8,Yes,No,No,Yes,Yes,0.7,1,34,0.1,95,236,1264,3701,15,9,very high cost
5/3/2022,1330,Yes,5,17,11,No,Yes,Yes,No,No,1.3,14,3,0.3,83,980,1262,463,14,6,low cost
5/3/2022,1476,No,2,2,6,No,Yes,No,Yes,Yes,0.5,0,43,0.7,148,1789,1972,3644,15,10,very high cost
5/3/2022,1579,Yes,6,18,10,Yes,Yes,No,No,Yes,1.5,0,27,0.2,142,831,1484,1713,16,4,medium cost
5/3/2022,1277,No,4,3,14,Yes,Yes,No,Yes,Yes,3,0,41,0.3,200,902,1090,429,9,4,low cost
5/3/2022,1089,Yes,5,15,10,No,Yes,Yes,Yes,Yes,0.9,12,2,0.7,145,636,1259,2765,13,12,high cost
5/3/2022,1663,Yes,4,14,18,No,No,Yes,Yes,Yes,2.5,13,27,0.3,169,831,1439,2084,7,1,high cost
5/3/2022,1949,No,5,4,9,No,No,No,No,No,1.8,0,20,0.8,186,518,592,1125,17,10,medium cost
5/3/2022,1138,No,3,14,18,Yes,Yes,No,Yes,Yes,1.1,5,48,0.6,109,233,1777,2048,6,0,high cost
5/3/2022,685,No,6,20,18,No,Yes,No,No,Yes,2.7,7,17,0.3,174,725,870,1223,8,0,low cost
5/3/2022,1889,No,1,10,3,Yes,Yes,No,Yes,Yes,2.8,5,31,1,132,170,1106,3672,5,1,very high cost
5/3/2022,857,Yes,7,9,13,Yes,No,Yes,No,Yes,2,3,17,0.2,195,157,948,3100,17,5,high cost
5/3/2022,1902,No,8,9,18,Yes,No,Yes,No,No,2.8,6,50,0.8,124,1142,1393,343,11,8,low cost
5/3/2022,1225,Yes,5,0,15,Yes,No,No,No,Yes,2.4,0,15,0.1,155,840,982,1970,16,8,medium cost
5/3/2022,1066,No,5,17,17,Yes,Yes,No,No,Yes,1.6,5,39,0.6,131,401,1586,2728,6,0,high cost
5/3/2022,1554,Yes,3,12,18,No,No,Yes,No,No,0.5,11,5,1,124,395,1579,3635,7,4,very high cost
5/3/2022,1337,No,2,20,16,No,Yes,No,No,Yes,0.5,13,31,0.8,186,48,644,2180,7,4,medium cost
5/3/2022,1926,Yes,3,2,14,No,No,Yes,Yes,Yes,1.7,1,33,0.4,172,982,1157,2488,6,1,high cost
5/3/2022,869,No,2,4,11,No,No,Yes,No,Yes,1.3,3,34,0.1,104,478,539,3864,13,3,very high cost
5/3/2022,1278,Yes,8,16,20,No,Yes,Yes,No,No,0.5,1,54,0.1,104,581,750,1155,7,1,low cost
6/3/2022,1773,Yes,6,18,13,No,Yes,No,Yes,Yes,2.5,16,32,0.6,170,1215,1472,3566,17,6,very high cost
6/3/2022,1661,Yes,7,2,2,No,Yes,Yes,Yes,Yes,0.8,1,6,1,109,594,1337,864,9,8,medium cost
6/3/2022,1438,No,7,6,9,Yes,Yes,No,Yes,Yes,2.2,0,32,0.6,176,683,1663,869,19,13,low cost
6/3/2022,1661,Yes,2,0,9,Yes,Yes,No,No,Yes,1.4,0,29,0.3,119,536,861,591,9,2,low cost
6/3/2022,1846,Yes,1,2,11,Yes,Yes,No,No,No,0.6,1,19,0.7,159,83,773,1333,15,6,medium cost
6/3/2022,1260,Yes,7,10,10,No,Yes,Yes,Yes,Yes,2,2,23,0.2,123,905,1313,2208,12,11,high cost
6/3/2022,512,Yes,3,15,15,Yes,Yes,Yes,No,No,0.5,7,15,0.9,83,249,1849,2610,18,14,high cost
6/3/2022,581,No,5,6,9,No,Yes,No,No,No,2.2,0,59,0.7,185,803,1613,2819,19,17,high cost
6/3/2022,1872,Yes,3,15,15,No,Yes,No,No,Yes,2.3,6,44,0.7,134,459,1259,1955,9,4,high cost
6/3/2022,687,Yes,4,20,8,Yes,No,No,Yes,Yes,1.3,9,50,0.6,151,584,1151,3416,14,6,very high cost
6/3/2022,1062,Yes,1,13,16,No,Yes,Yes,No,No,2.5,6,10,0.9,160,1596,1807,3803,7,3,very high cost
6/3/2022,1678,Yes,1,14,19,No,No,Yes,No,Yes,2.3,11,7,0.5,192,418,1763,574,5,3,low cost
6/3/2022,1417,Yes,4,19,12,No,Yes,No,Yes,Yes,0.5,10,45,0.9,166,364,1029,2129,13,9,medium cost
6/3/2022,1074,No,6,14,18,Yes,Yes,Yes,Yes,Yes,2.4,2,9,0.9,103,946,952,1948,13,1,medium cost
6/3/2022,1832,No,7,6,18,No,No,No,No,No,0.7,2,2,0.6,90,186,654,2978,18,7,high cost
6/3/2022,1039,No,8,0,10,Yes,Yes,No,Yes,Yes,1.3,0,12,0.8,200,1428,1827,1619,7,1,medium cost
6/3/2022,1059,No,3,18,11,Yes,No,No,No,Yes,2.4,8,61,0.1,134,1613,1916,3716,15,13,very high cost
6/3/2022,1606,No,4,4,20,No,Yes,No,No,No,1.4,3,57,0.1,154,1127,1924,3454,13,8,very high cost
6/3/2022,1928,Yes,3,20,13,Yes,Yes,No,Yes,Yes,1.8,9,19,1,187,691,1580,3777,7,2,very high cost
6/3/2022,1875,Yes,1,17,6,No,Yes,Yes,Yes,Yes,0.5,11,55,0.7,91,1802,1942,2712,7,2,very high cost
6/3/2022,1128,Yes,8,10,11,No,No,No,Yes,Yes,1.1,9,46,0.9,135,751,1582,1434,5,0,medium cost
6/3/2022,1748,No,3,7,3,No,Yes,Yes,Yes,Yes,1.7,6,14,0.5,146,859,1234,3968,16,12,very high cost
6/3/2022,1413,No,5,11,2,No,No,Yes,No,No,0.5,5,51,0.3,117,187,517,3383,16,5,very high cost
6/3/2022,825,No,2,0,2,No,Yes,Yes,Yes,Yes,0.5,0,23,0.1,86,206,1917,3278,8,6,very high cost
6/3/2022,1589,Yes,8,16,18,No,Yes,No,Yes,Yes,1.4,3,26,0.1,100,1673,1759,3970,16,8,very high cost
6/3/2022,535,Yes,8,15,10,No,No,Yes,Yes,Yes,0.5,8,54,0.5,145,710,939,2674,14,8,high cost
6/3/2022,1780,Yes,4,11,14,Yes,Yes,No,No,Yes,0.5,6,27,0.1,190,1331,1463,2776,19,17,very high cost
6/3/2022,1671,No,2,11,7,No,No,Yes,Yes,Yes,0.6,7,61,0.1,129,263,848,2336,10,4,high cost
6/3/2022,1821,No,1,18,6,Yes,Yes,No,Yes,Yes,0.9,9,12,0.3,114,97,1803,2430,7,4,high cost
6/3/2022,1076,Yes,6,8,9,Yes,No,No,Yes,Yes,2.6,3,38,0.7,119,129,915,891,18,3,low cost
6/3/2022,532,Yes,5,10,8,Yes,No,Yes,No,Yes,0.8,3,8,0.1,193,1213,1354,728,13,5,low cost
6/3/2022,777,Yes,5,17,7,No,No,No,No,Yes,2.6,3,30,0.9,148,189,1143,3886,14,10,very high cost
6/3/2022,1217,Yes,4,13,9,No,Yes,No,No,Yes,0.5,3,17,0.5,182,628,632,1711,7,3,medium cost
6/3/2022,1656,Yes,7,2,20,Yes,Yes,Yes,No,Yes,1.6,0,16,1,117,320,899,2856,14,3,high cost
6/3/2022,1185,No,8,7,3,Yes,Yes,No,No,Yes,1.9,0,31,0.4,152,837,1642,2447,16,2,high cost
6/3/2022,577,No,6,20,19,Yes,Yes,No,Yes,Yes,2.4,8,37,0.9,161,1087,1450,814,11,7,low cost
6/3/2022,737,Yes,4,16,10,Yes,No,Yes,No,No,2.4,7,49,0.6,193,781,1463,2951,7,0,high cost
6/3/2022,704,No,6,6,15,Yes,Yes,Yes,No,Yes,2.2,4,53,0.2,186,251,1013,3653,7,1,high cost
6/3/2022,525,Yes,8,11,12,Yes,No,Yes,No,No,0.5,5,51,0.5,137,262,1587,1891,18,3,medium cost
6/3/2022,504,Yes,1,9,15,No,Yes,Yes,No,Yes,0.5,5,16,0.1,166,767,1665,701,17,15,low cost
6/3/2022,793,No,4,7,12,Yes,Yes,Yes,Yes,Yes,1.2,1,38,0.6,176,1226,1815,3139,6,1,very high cost
6/3/2022,569,No,8,9,7,No,Yes,Yes,No,Yes,0.6,2,39,0.1,184,389,739,2811,7,6,medium cost
6/3/2022,1590,No,5,18,4,No,Yes,Yes,Yes,Yes,1.9,3,21,1,160,920,963,1701,11,4,medium cost
6/3/2022,707,No,2,0,12,Yes,Yes,No,Yes,Yes,0.5,0,16,0.1,194,1027,1508,1853,17,14,medium cost
6/3/2022,767,No,6,17,6,Yes,Yes,No,Yes,Yes,1.9,16,19,0.2,185,271,1000,2445,6,1,medium cost
6/3/2022,1350,Yes,8,4,8,Yes,No,Yes,Yes,Yes,0.5,0,50,0.8,181,369,544,2287,15,1,medium cost
6/3/2022,1117,Yes,2,7,14,Yes,Yes,Yes,No,No,0.6,0,31,0.2,146,1258,1627,2003,8,7,high cost
6/3/2022,641,Yes,1,3,19,Yes,Yes,No,Yes,Yes,1.1,0,7,0.9,192,417,759,3595,7,5,high cost
6/3/2022,1002,No,2,4,19,No,Yes,Yes,Yes,Yes,0.8,0,35,0.5,83,1345,1416,1726,16,5,medium cost
6/3/2022,1408,Yes,5,14,3,No,Yes,Yes,No,No,2.1,10,45,0.9,89,613,1088,3952,8,6,very high cost
6/3/2022,1900,Yes,8,6,4,Yes,Yes,Yes,No,Yes,2,1,41,0.5,190,912,1596,850,5,1,medium cost
6/3/2022,726,No,8,0,8,Yes,No,No,No,Yes,2.9,0,43,0.1,101,666,760,1446,17,2,low cost
6/3/2022,1544,No,8,20,18,Yes,No,No,Yes,Yes,2.3,12,45,0.1,113,236,857,1300,8,7,medium cost
6/3/2022,1454,Yes,4,10,10,Yes,Yes,No,Yes,Yes,1.6,6,21,0.2,160,186,1100,719,14,10,low cost
6/3/2022,1230,Yes,5,7,9,Yes,Yes,Yes,No,No,2.2,6,26,0.8,123,416,676,988,11,5,low cost
6/3/2022,1552,No,8,18,12,No,No,No,Yes,Yes,1.2,10,53,0.3,180,430,658,2606,13,6,high cost
6/3/2022,1519,No,1,10,15,Yes,No,No,No,Yes,2.1,0,32,0.7,200,168,1239,2912,11,10,high cost
6/3/2022,723,Yes,1,7,17,Yes,Yes,No,No,No,1.9,4,30,0.3,102,1467,1901,2339,19,9,high cost
6/3/2022,1191,No,1,7,8,Yes,Yes,Yes,No,Yes,2.4,2,13,0.9,169,179,1813,1028,14,6,low cost
6/3/2022,1168,No,8,10,17,No,Yes,No,No,No,1.3,9,61,0.1,90,159,1578,3173,9,4,very high cost
6/3/2022,1229,No,2,16,17,No,Yes,Yes,No,No,0.5,15,14,0.8,191,120,1878,1667,17,6,medium cost
6/3/2022,1758,Yes,8,14,15,No,No,No,Yes,Yes,0.5,11,13,0.6,190,762,1864,1897,6,2,high cost
6/3/2022,1290,No,6,4,15,Yes,Yes,No,No,No,0.5,0,3,0.1,143,600,1109,1214,9,8,medium cost
6/3/2022,574,No,6,17,10,Yes,No,Yes,No,No,2.8,16,38,0.1,90,286,1171,3269,8,7,high cost
6/3/2022,1271,Yes,7,15,14,No,Yes,No,No,No,0.5,12,32,0.1,113,1350,1949,445,15,14,low cost
6/3/2022,1170,Yes,8,15,8,Yes,No,No,No,Yes,1.2,4,30,0.4,83,27,1722,1073,6,4,low cost
6/3/2022,1269,Yes,2,15,5,No,No,No,No,No,1.3,14,52,0.8,118,1597,1920,665,18,5,medium cost
6/3/2022,1288,No,2,20,2,No,No,Yes,No,No,2.8,15,50,0.1,121,1177,1809,3129,17,6,very high cost
6/3/2022,1366,Yes,2,9,3,No,No,Yes,Yes,Yes,0.7,0,34,0.1,150,402,964,3501,13,11,very high cost
6/3/2022,1572,Yes,5,8,10,Yes,Yes,Yes,Yes,Yes,0.8,7,8,0.8,169,577,1237,3461,6,3,very high cost
6/3/2022,1627,No,6,16,16,Yes,No,Yes,Yes,Yes,0.9,9,32,0.1,180,52,1082,3206,12,6,very high cost
6/3/2022,1701,Yes,2,15,10,Yes,No,No,Yes,Yes,0.5,13,46,0.9,115,364,828,3717,11,0,very high cost
6/3/2022,1900,Yes,1,1,18,No,Yes,Yes,Yes,Yes,0.5,0,55,0.9,171,934,1241,3917,15,5,very high cost
6/3/2022,1974,No,7,13,6,No,Yes,No,No,Yes,1,4,24,0.3,80,250,545,861,7,4,low cost
6/3/2022,1197,Yes,5,10,14,Yes,Yes,Yes,No,Yes,0.5,9,20,0.1,129,214,1710,2885,19,7,high cost
6/3/2022,587,Yes,1,16,14,Yes,No,Yes,No,Yes,2.3,4,6,0.7,170,612,1793,2777,9,2,high cost
6/3/2022,934,No,5,12,9,No,Yes,No,No,No,1.1,7,24,0.8,112,1111,1463,1017,12,7,low cost
