date,battery_power,blue,clock_speed,dual_sim,fc,four_g,int_memory,m_dep,mobile_wt,n_cores,pc,px_height,px_width,ram,sc_h,sc_w,talk_time,three_g,touch_screen,wifi,price_range
4/3/2022,1557.00,No,2.80,Yes,16.00,No,2,0.1,123,5,20,1107,1442,2690,18,16,9,No,No,Yes,very high cost
4/3/2022,1604.00,Yes,1.70,No,2.00,No,33,1,191,8,5,134,939,916,13,10,12,No,Yes,Yes,low cost
4/3/2022,1182.00,No,0.50,No,7.00,Yes,8,0.5,138,8,16,275,986,2563,19,17,19,Yes,No,No,high cost
4/3/2022,848.00,Yes,2.10,Yes,10.00,Yes,19,0.8,148,7,18,176,1029,3359,10,0,14,Yes,No,No,high cost
4/3/2022,1610.00,Yes,2.90,No,7.00,Yes,64,0.9,181,4,12,1236,1280,941,8,4,9,Yes,Yes,No,medium cost
4/3/2022,1828.00,Yes,2.10,Yes,0.00,No,17,0.9,199,1,1,336,898,2280,17,14,4,No,No,No,high cost
4/3/2022,880.00,No,2.00,Yes,1.00,Yes,50,0.5,194,7,3,1116,1381,827,15,9,6,Yes,No,Yes,low cost
4/3/2022,1394.00,Yes,0.90,Yes,10.00,Yes,62,0.3,175,5,13,1010,1565,473,11,1,20,Yes,Yes,No,low cost
4/3/2022,1960.00,Yes,2.30,Yes,1.00,Yes,61,0.3,86,7,3,205,1299,3865,10,7,11,Yes,No,No,very high cost
4/3/2022,809.00,No,0.80,No,10.00,No,21,0.9,91,7,19,1453,1726,1274,18,7,3,No,No,No,medium cost
4/3/2022,899.00,No,0.50,Yes,13.00,Yes,57,0.9,172,2,18,788,1331,364,11,1,7,Yes,Yes,No,low cost
4/3/2022,1976.00,Yes,0.70,Yes,4.00,No,32,0.8,171,2,7,1301,1922,3699,17,11,13,No,Yes,Yes,very high cost
4/3/2022,879.00,No,1.50,Yes,0.00,Yes,21,0.8,187,4,2,463,1038,2927,14,13,11,Yes,No,Yes,high cost
4/3/2022,916.00,Yes,2.60,No,0.00,No,36,0.3,195,4,12,188,992,1470,13,0,14,No,Yes,No,low cost
4/3/2022,763.00,No,1.70,Yes,8.00,Yes,2,0.5,92,8,14,1028,1186,1050,6,4,8,Yes,Yes,No,low cost
4/3/2022,508.00,No,1.60,Yes,0.00,No,9,0.4,162,6,2,1419,1920,2616,18,8,10,Yes,Yes,Yes,high cost
4/3/2022,825.00,No,2.90,Yes,0.00,No,34,0.8,99,8,17,1471,1866,2915,8,2,10,Yes,Yes,No,very high cost
4/3/2022,1864.00,No,1.40,No,8.00,Yes,46,0.7,178,1,12,168,981,2686,11,7,18,Yes,Yes,Yes,high cost
4/3/2022,1725.00,No,0.50,Yes,8.00,Yes,52,1,185,6,12,1125,1195,1243,19,18,5,Yes,Yes,Yes,medium cost
4/3/2022,1108.00,Yes,2.90,No,10.00,No,52,0.1,183,2,12,130,1706,3264,16,1,13,No,Yes,Yes,very high cost
4/3/2022,1011.00,No,1.10,No,4.00,Yes,36,0.2,131,7,18,481,749,2261,7,6,16,Yes,Yes,Yes,medium cost
4/3/2022,1703.00,Yes,1.50,Yes,17.00,Yes,55,0.7,138,5,19,1411,1711,2993,5,1,20,Yes,Yes,Yes,very high cost
4/3/2022,1067.00,Yes,1.70,Yes,0.00,No,58,0.5,135,7,0,79,681,706,12,9,16,No,Yes,No,low cost
4/3/2022,1334.00,Yes,2.40,No,5.00,Yes,42,0.6,115,5,14,1187,1974,2542,10,1,8,Yes,No,No,very high cost
4/3/2022,775.00,Yes,2.60,No,0.00,No,30,0.4,189,7,10,561,1510,2523,17,16,9,Yes,No,Yes,high cost
4/3/2022,1899.00,Yes,0.60,No,0.00,No,26,0.1,151,2,0,96,814,336,13,11,4,Yes,No,Yes,low cost
4/3/2022,930.00,Yes,1.30,Yes,1.00,Yes,14,0.4,97,6,10,77,1025,2457,11,7,17,Yes,Yes,No,medium cost
4/3/2022,1058.00,No,1.50,No,2.00,No,19,0.4,166,4,14,493,1247,418,9,7,16,No,No,Yes,low cost
4/3/2022,1187.00,Yes,2.20,No,0.00,Yes,46,0.4,145,2,9,1173,1814,3917,13,11,8,Yes,No,Yes,very high cost
4/3/2022,1874.00,Yes,2.70,Yes,10.00,No,8,0.9,166,7,13,964,1233,1246,8,1,2,No,No,Yes,medium cost
4/3/2022,1482.00,No,0.50,No,2.00,No,48,0.2,142,7,10,634,642,2971,12,8,12,Yes,Yes,Yes,high cost
4/3/2022,1809.00,Yes,1.70,No,3.00,Yes,59,0.1,174,3,4,639,721,2324,10,6,16,Yes,No,Yes,high cost
4/3/2022,864.00,Yes,3.00,Yes,0.00,Yes,54,0.7,187,2,1,127,1670,3121,18,2,16,Yes,Yes,Yes,high cost
4/3/2022,625.00,Yes,1.90,No,12.00,Yes,33,0.2,191,1,20,431,550,3801,10,6,2,Yes,No,No,high cost
4/3/2022,1880.00,Yes,1.80,No,4.00,Yes,18,0.7,138,3,5,71,699,3333,17,15,7,Yes,No,No,very high cost
4/3/2022,1138.00,No,1.40,No,12.00,Yes,44,0.2,187,8,17,111,1138,3475,19,3,3,Yes,No,No,very high cost
4/3/2022,560.00,No,0.50,No,14.00,No,23,1,146,8,15,356,1903,2360,17,16,18,No,Yes,Yes,medium cost
4/3/2022,1117.00,No,0.50,No,1.00,No,12,0.6,144,7,8,798,817,2895,7,6,16,Yes,Yes,No,high cost
4/3/2022,1712.00,No,1.40,No,1.00,No,63,0.5,137,7,12,747,1126,3652,16,1,19,Yes,No,No,very high cost
4/3/2022,1836.00,Yes,1.70,Yes,3.00,No,26,0.1,134,6,16,408,1139,3097,5,0,18,No,Yes,No,very high cost
4/3/2022,1036.00,Yes,2.40,No,0.00,No,39,0.2,119,7,3,373,926,2101,10,7,2,No,Yes,No,medium cost
4/3/2022,1860.00,Yes,2.30,No,15.00,No,23,0.6,162,4,16,1362,1506,3918,9,2,8,No,Yes,No,very high cost
4/3/2022,1375.00,Yes,1.10,No,3.00,Yes,9,0.9,145,7,19,475,726,3869,19,18,10,Yes,Yes,Yes,very high cost
5/3/2022,1945.00,No,1.60,Yes,0.00,Yes,57,0.3,195,4,1,743,1753,732,14,1,14,Yes,Yes,No,medium cost
5/3/2022,1896.00,No,0.50,Yes,8.00,Yes,7,0.4,141,2,13,447,794,3684,9,7,18,Yes,No,No,very high cost
5/3/2022,788.00,No,2.50,Yes,4.00,Yes,57,0.9,91,8,12,42,1161,3969,12,8,6,Yes,Yes,Yes,very high cost
5/3/2022,880.00,Yes,1.70,Yes,0.00,No,33,0.7,173,2,2,30,1350,1414,12,1,7,Yes,Yes,No,low cost
5/3/2022,1323.00,Yes,2.50,Yes,10.00,Yes,28,0.2,131,4,12,162,619,1892,10,0,15,Yes,Yes,Yes,medium cost
5/3/2022,1868.00,No,2.00,Yes,0.00,Yes,42,0.2,169,1,4,347,660,3131,8,3,7,Yes,Yes,Yes,very high cost
5/3/2022,1266.00,No,1.90,Yes,0.00,Yes,7,0.2,184,3,12,346,1468,2532,10,5,4,Yes,Yes,Yes,high cost
5/3/2022,1042.00,No,2.70,Yes,16.00,Yes,50,0.8,93,7,18,727,1705,3215,18,0,20,Yes,Yes,Yes,very high cost
5/3/2022,1479.00,No,0.50,No,8.00,No,19,0.6,156,3,10,180,1476,3323,13,12,6,Yes,No,Yes,very high cost
5/3/2022,1476.00,Yes,1.20,Yes,0.00,Yes,55,0.1,171,4,5,1641,1666,1529,13,8,3,Yes,No,Yes,high cost
5/3/2022,1552.00,Yes,2.20,No,6.00,Yes,13,0.2,123,6,9,269,1026,2403,9,2,9,Yes,Yes,Yes,high cost
5/3/2022,1454.00,Yes,0.50,Yes,1.00,No,34,0.7,83,4,3,250,1033,3419,7,5,5,Yes,Yes,No,very high cost
5/3/2022,1007.00,No,2.00,No,0.00,No,45,0.1,95,5,2,1186,1529,3648,9,0,16,No,No,No,very high cost
5/3/2022,652.00,Yes,2.40,Yes,9.00,Yes,17,0.7,173,5,11,77,559,1974,12,10,12,Yes,No,No,low cost
5/3/2022,1504.00,No,1.50,No,12.00,Yes,34,0.7,142,8,15,507,973,2806,7,2,7,Yes,No,Yes,high cost
5/3/2022,1726.00,Yes,0.90,Yes,2.00,No,51,0.6,193,4,3,379,1223,2239,13,9,13,Yes,No,Yes,high cost
5/3/2022,1029.00,Yes,1.90,Yes,5.00,Yes,5,0.2,171,5,8,264,956,582,15,7,4,Yes,Yes,Yes,low cost
5/3/2022,1582.00,No,2.80,No,2.00,Yes,44,0.5,112,6,13,1486,1797,3890,17,10,10,Yes,Yes,Yes,very high cost
5/3/2022,1478.00,Yes,0.80,Yes,12.00,No,48,0.7,99,5,17,694,882,1141,5,2,6,No,No,Yes,medium cost
5/3/2022,1178.00,Yes,1.30,No,0.00,No,49,0.6,101,5,0,579,596,2511,6,3,17,No,No,No,high cost
5/3/2022,707.00,No,2.10,Yes,2.00,No,25,0.8,131,3,17,495,574,3838,9,2,7,Yes,No,Yes,very high cost
5/3/2022,755.00,Yes,2.80,No,5.00,Yes,51,0.3,186,4,12,315,990,2734,10,1,16,Yes,No,Yes,high cost
5/3/2022,912.00,Yes,2.00,No,1.00,No,54,0.3,161,8,5,329,1053,2330,19,5,20,No,Yes,No,medium cost
5/3/2022,651.00,Yes,0.80,Yes,2.00,Yes,63,0.2,176,5,4,548,858,2244,14,9,19,Yes,Yes,No,medium cost
5/3/2022,1483.00,No,2.10,No,1.00,Yes,54,0.2,176,7,2,531,758,1851,15,13,2,Yes,Yes,No,medium cost
5/3/2022,914.00,Yes,0.90,No,2.00,No,4,0.8,100,2,12,191,1495,808,11,7,5,Yes,Yes,No,low cost
5/3/2022,1456.00,Yes,0.50,Yes,7.00,No,7,0.4,105,5,12,823,1104,1587,6,5,20,Yes,No,Yes,medium cost
5/3/2022,1178.00,No,2.20,Yes,6.00,No,57,0.3,84,3,17,96,1352,2492,16,14,10,Yes,Yes,No,high cost
5/3/2022,1503.00,Yes,0.70,No,10.00,Yes,43,0.2,166,4,14,841,1304,2122,15,1,2,Yes,No,No,high cost
5/3/2022,1681.00,Yes,2.50,No,2.00,No,11,0.4,158,2,13,195,1205,1122,12,6,16,No,Yes,Yes,low cost
5/3/2022,715.00,No,2.30,Yes,4.00,No,48,0.1,160,4,6,21,562,3709,14,2,10,No,No,No,high cost
5/3/2022,1876.00,No,2.80,Yes,3.00,Yes,56,0.4,182,3,4,235,585,3021,12,2,18,Yes,No,No,high cost
5/3/2022,1190.00,Yes,2.20,Yes,9.00,No,47,0.3,186,6,10,1417,1441,624,9,3,19,Yes,Yes,Yes,low cost
5/3/2022,1755.00,Yes,1.30,No,0.00,Yes,24,0.1,134,7,2,286,1075,3937,8,1,7,Yes,No,Yes,very high cost
5/3/2022,1197.00,No,1.30,No,3.00,Yes,20,0.5,149,6,7,649,1629,1797,19,5,4,Yes,Yes,Yes,medium cost
5/3/2022,1048.00,Yes,0.90,No,10.00,Yes,28,0.8,194,2,19,966,1975,1458,5,1,15,Yes,No,Yes,medium cost
5/3/2022,1887.00,Yes,3.00,Yes,6.00,Yes,17,0.2,126,8,7,1172,1798,3348,18,16,16,Yes,Yes,No,very high cost
5/3/2022,1772.00,Yes,0.50,Yes,3.00,No,64,0.7,116,8,15,270,545,1834,5,2,20,No,Yes,Yes,medium cost
5/3/2022,1421.00,No,2.80,No,0.00,Yes,57,0.4,165,1,2,781,1657,2775,13,8,14,Yes,No,Yes,very high cost
5/3/2022,1464.00,No,0.50,Yes,0.00,Yes,17,0.7,153,6,8,418,1341,1277,13,6,19,Yes,No,No,medium cost
5/3/2022,728.00,No,2.30,Yes,4.00,No,23,0.8,111,4,5,126,817,457,17,10,16,Yes,Yes,Yes,low cost
5/3/2022,954.00,Yes,0.50,No,0.00,No,50,0.3,134,2,11,228,1058,438,17,0,2,Yes,No,No,low cost
5/3/2022,685.00,No,0.50,Yes,8.00,Yes,13,0.8,82,7,15,1091,1203,3210,15,7,2,Yes,Yes,Yes,very high cost
5/3/2022,1472.00,No,2.80,Yes,1.00,No,36,0.5,130,6,10,1452,1744,985,12,11,7,Yes,Yes,No,medium cost
5/3/2022,853.00,Yes,2.00,No,10.00,Yes,3,0.6,200,2,16,674,740,3701,15,8,8,Yes,Yes,No,very high cost
5/3/2022,1469.00,No,2.10,No,0.00,No,8,0.7,123,7,0,398,1133,1052,8,1,3,No,Yes,No,low cost
5/3/2022,1310.00,Yes,2.30,Yes,6.00,No,57,0.9,135,8,9,449,889,1175,16,0,8,No,No,No,low cost
5/3/2022,1654.00,No,1.80,No,1.00,No,11,0.3,146,7,2,1184,1719,1070,8,1,14,Yes,Yes,Yes,medium cost
5/3/2022,902.00,Yes,0.70,No,3.00,No,3,0.3,134,7,9,675,1285,3411,12,11,15,No,No,Yes,very high cost
5/3/2022,1448.00,No,1.40,Yes,13.00,No,26,1,156,3,16,1792,1850,1175,12,9,6,No,Yes,No,medium cost
5/3/2022,1631.00,No,0.90,Yes,2.00,Yes,3,0.1,198,7,12,177,1905,301,13,5,13,Yes,No,No,low cost
5/3/2022,1608.00,No,1.80,Yes,7.00,No,28,0.4,183,2,13,1013,1158,489,15,11,8,No,No,Yes,low cost
5/3/2022,1991.00,Yes,2.70,No,5.00,Yes,64,0.9,145,2,13,1058,1325,1733,5,3,8,Yes,Yes,No,high cost
5/3/2022,1349.00,No,2.00,Yes,15.00,No,62,0.3,114,5,16,592,772,2756,11,3,4,Yes,No,No,high cost
5/3/2022,1589.00,No,2.50,No,5.00,Yes,51,0.8,195,1,18,810,1743,2612,8,2,16,Yes,No,No,high cost
5/3/2022,1844.00,Yes,2.30,Yes,1.00,No,51,0.7,158,8,3,533,882,1724,5,1,14,No,Yes,Yes,medium cost
5/3/2022,712.00,Yes,0.50,Yes,3.00,Yes,35,0.2,84,2,10,558,1208,2190,16,12,4,Yes,Yes,Yes,medium cost
5/3/2022,972.00,Yes,1.70,No,0.00,Yes,54,0.7,107,3,4,681,1050,1900,16,8,19,Yes,No,Yes,medium cost
5/3/2022,1406.00,No,0.50,Yes,2.00,Yes,34,0.8,98,3,5,1017,1366,3915,9,8,2,Yes,No,Yes,very high cost
5/3/2022,1289.00,No,0.90,No,10.00,Yes,25,1,178,6,12,765,899,1043,6,2,11,Yes,Yes,No,low cost
5/3/2022,932.00,No,1.30,No,1.00,No,64,0.7,154,7,2,1176,1224,3817,8,7,9,Yes,Yes,Yes,very high cost
5/3/2022,1747.00,Yes,0.90,No,6.00,Yes,48,0.7,94,3,19,947,1131,2362,17,2,19,Yes,Yes,No,high cost
5/3/2022,1172.00,Yes,2.10,Yes,4.00,No,41,0.1,95,3,7,1314,1884,1107,7,3,5,No,No,No,medium cost
5/3/2022,1128.00,Yes,1.40,No,12.00,No,53,0.4,84,5,14,609,1370,2982,14,9,12,Yes,Yes,No,very high cost
5/3/2022,664.00,No,1.20,Yes,0.00,No,28,0.9,106,5,5,754,1497,2042,17,15,19,Yes,Yes,No,medium cost
5/3/2022,513.00,Yes,0.50,No,6.00,Yes,44,0.1,186,4,12,619,867,1343,5,1,9,Yes,Yes,No,low cost
5/3/2022,1742.00,No,2.30,Yes,9.00,Yes,43,0.4,170,7,12,453,681,2610,12,3,10,Yes,No,Yes,high cost
5/3/2022,1512.00,Yes,1.70,No,12.00,No,6,0.7,162,7,17,205,884,2335,15,7,7,Yes,Yes,Yes,high cost
5/3/2022,1986.00,No,0.50,Yes,3.00,Yes,51,0.1,165,8,20,282,1358,1614,17,12,3,Yes,Yes,Yes,medium cost
5/3/2022,965.00,Yes,1.50,Yes,5.00,No,13,1,109,2,14,130,998,1138,9,8,10,No,Yes,No,low cost
5/3/2022,1067.00,Yes,2.40,Yes,3.00,Yes,40,0.6,122,8,15,494,1989,604,16,14,11,Yes,No,No,low cost
5/3/2022,1583.00,Yes,1.60,No,5.00,Yes,42,0.8,118,3,10,275,862,3652,14,10,9,Yes,No,No,very high cost
5/3/2022,1653.00,No,0.50,Yes,2.00,Yes,37,0.9,176,4,6,447,1785,3955,19,4,18,Yes,Yes,Yes,very high cost
5/3/2022,1433.00,No,1.60,No,7.00,No,4,0.7,133,8,11,281,799,258,11,9,4,Yes,Yes,Yes,low cost
5/3/2022,765.00,No,2.90,No,0.00,Yes,18,0.1,153,7,0,6,793,1066,11,1,16,Yes,Yes,No,low cost
5/3/2022,1845.00,Yes,0.50,Yes,10.00,No,61,0.3,96,1,12,292,695,1731,9,5,6,No,No,No,medium cost
5/3/2022,752.00,No,0.50,Yes,1.00,No,48,0.7,87,7,13,164,728,3860,7,5,16,No,No,No,very high cost
5/3/2022,1948.00,No,2.80,Yes,8.00,No,16,0.1,100,5,10,631,1940,3630,9,7,17,No,Yes,No,very high cost
5/3/2022,1077.00,No,2.50,Yes,0.00,Yes,45,1,174,3,4,897,1304,1965,6,2,6,Yes,Yes,No,medium cost
5/3/2022,932.00,Yes,0.50,No,1.00,Yes,60,0.7,104,4,2,268,1078,1459,6,1,19,Yes,Yes,No,low cost
5/3/2022,1968.00,No,0.90,No,0.00,No,22,0.8,115,3,7,861,1259,2323,9,8,7,No,No,Yes,high cost
5/3/2022,1122.00,No,1.20,No,9.00,No,2,0.6,120,4,14,331,790,3291,11,2,13,Yes,Yes,Yes,high cost
5/3/2022,1588.00,No,0.50,No,0.00,Yes,61,0.8,159,1,13,1064,1594,3272,18,0,17,Yes,Yes,No,very high cost
5/3/2022,601.00,No,2.10,No,4.00,No,26,0.3,101,4,18,509,548,918,9,1,12,No,No,No,low cost
5/3/2022,1615.00,No,0.50,No,14.00,No,15,0.1,132,4,16,622,1256,3488,16,2,3,No,No,Yes,very high cost
5/3/2022,1589.00,Yes,2.20,Yes,2.00,No,58,0.1,128,4,4,957,1911,3961,16,14,14,Yes,No,Yes,very high cost
5/3/2022,1417.00,Yes,2.70,No,2.00,Yes,56,0.9,114,6,4,494,1649,590,11,3,6,Yes,No,Yes,low cost
5/3/2022,1697.00,Yes,0.70,No,1.00,Yes,34,0.1,95,1,3,236,1264,3701,15,9,8,Yes,Yes,No,very high cost
5/3/2022,1330.00,Yes,1.30,Yes,14.00,No,3,0.3,83,5,17,980,1262,463,14,6,11,No,No,Yes,low cost
5/3/2022,1476.00,No,0.50,No,0.00,Yes,43,0.7,148,2,2,1789,1972,3644,15,10,6,Yes,No,Yes,very high cost
5/3/2022,1579.00,Yes,1.50,No,0.00,No,27,0.2,142,6,18,831,1484,1713,16,4,10,Yes,Yes,Yes,medium cost
5/3/2022,1277.00,No,3.00,No,0.00,Yes,41,0.3,200,4,3,902,1090,429,9,4,14,Yes,Yes,Yes,low cost
5/3/2022,1089.00,Yes,0.90,Yes,12.00,Yes,2,0.7,145,5,15,636,1259,2765,13,12,10,Yes,No,Yes,high cost
5/3/2022,1663.00,Yes,2.50,Yes,13.00,Yes,27,0.3,169,4,14,831,1439,2084,7,1,18,Yes,No,No,high cost
5/3/2022,1949.00,No,1.80,No,0.00,No,20,0.8,186,5,4,518,592,1125,17,10,9,No,No,No,medium cost
5/3/2022,1138.00,No,1.10,No,5.00,Yes,48,0.6,109,3,14,233,1777,2048,6,0,18,Yes,Yes,Yes,high cost
5/3/2022,685.00,No,2.70,No,7.00,No,17,0.3,174,6,20,725,870,1223,8,0,18,Yes,No,Yes,low cost
5/3/2022,1889.00,No,2.80,No,5.00,Yes,31,1,132,1,10,170,1106,3672,5,1,3,Yes,Yes,Yes,very high cost
5/3/2022,857.00,Yes,2.00,Yes,3.00,No,17,0.2,195,7,9,157,948,3100,17,5,13,Yes,Yes,No,high cost
5/3/2022,1902.00,No,2.80,Yes,6.00,No,50,0.8,124,8,9,1142,1393,343,11,8,18,No,Yes,No,low cost
5/3/2022,1225.00,Yes,2.40,No,0.00,No,15,0.1,155,5,0,840,982,1970,16,8,15,Yes,Yes,No,medium cost
5/3/2022,1066.00,No,1.60,No,5.00,No,39,0.6,131,5,17,401,1586,2728,6,0,17,Yes,Yes,Yes,high cost
5/3/2022,1554.00,Yes,0.50,Yes,11.00,No,5,1,124,3,12,395,1579,3635,7,4,18,No,No,No,very high cost
5/3/2022,1337.00,No,0.50,No,13.00,No,31,0.8,186,2,20,48,644,2180,7,4,16,Yes,No,Yes,medium cost
5/3/2022,1926.00,Yes,1.70,Yes,1.00,Yes,33,0.4,172,3,2,982,1157,2488,6,1,14,Yes,No,No,high cost
5/3/2022,869.00,No,1.30,Yes,3.00,No,34,0.1,104,2,4,478,539,3864,13,3,11,Yes,No,No,very high cost
5/3/2022,1278.00,Yes,0.50,Yes,1.00,No,54,0.1,104,8,16,581,750,1155,7,1,20,No,No,Yes,low cost
6/3/2022,1773.00,Yes,2.50,No,16.00,Yes,32,0.6,170,6,18,1215,1472,3566,17,6,13,Yes,No,Yes,very high cost
6/3/2022,1661.00,Yes,0.80,Yes,1.00,Yes,6,1,109,7,2,594,1337,864,9,8,2,Yes,No,Yes,medium cost
6/3/2022,1438.00,No,2.20,No,0.00,Yes,32,0.6,176,7,6,683,1663,869,19,13,9,Yes,Yes,Yes,low cost
6/3/2022,1661.00,Yes,1.40,No,0.00,No,29,0.3,119,2,0,536,861,591,9,2,9,Yes,Yes,Yes,low cost
6/3/2022,1846.00,Yes,0.60,No,1.00,No,19,0.7,159,1,2,83,773,1333,15,6,11,No,Yes,Yes,medium cost
6/3/2022,1260.00,Yes,2.00,Yes,2.00,Yes,23,0.2,123,7,10,905,1313,2208,12,11,10,Yes,No,Yes,high cost
6/3/2022,512.00,Yes,0.50,Yes,7.00,No,15,0.9,83,3,15,249,1849,2610,18,14,15,No,Yes,Yes,high cost
6/3/2022,581.00,No,2.20,No,0.00,No,59,0.7,185,5,6,803,1613,2819,19,17,9,No,No,Yes,high cost
6/3/2022,1872.00,Yes,2.30,No,6.00,No,44,0.7,134,3,15,459,1259,1955,9,4,15,Yes,No,Yes,high cost
6/3/2022,687.00,Yes,1.30,No,9.00,Yes,50,0.6,151,4,20,584,1151,3416,14,6,8,Yes,Yes,No,very high cost
6/3/2022,1062.00,Yes,2.50,Yes,6.00,No,10,0.9,160,1,13,1596,1807,3803,7,3,16,No,No,Yes,very high cost
6/3/2022,1678.00,Yes,2.30,Yes,11.00,No,7,0.5,192,1,14,418,1763,574,5,3,19,Yes,No,No,low cost
6/3/2022,1417.00,Yes,0.50,No,10.00,Yes,45,0.9,166,4,19,364,1029,2129,13,9,12,Yes,No,Yes,medium cost
6/3/2022,1074.00,No,2.40,Yes,2.00,Yes,9,0.9,103,6,14,946,952,1948,13,1,18,Yes,Yes,Yes,medium cost
6/3/2022,1832.00,No,0.70,No,2.00,No,2,0.6,90,7,6,186,654,2978,18,7,18,No,No,No,high cost
6/3/2022,1039.00,No,1.30,No,0.00,Yes,12,0.8,200,8,0,1428,1827,1619,7,1,10,Yes,Yes,Yes,medium cost
6/3/2022,1059.00,No,2.40,No,8.00,No,61,0.1,134,3,18,1613,1916,3716,15,13,11,Yes,Yes,No,very high cost
6/3/2022,1606.00,No,1.40,No,3.00,No,57,0.1,154,4,4,1127,1924,3454,13,8,20,No,No,Yes,very high cost
6/3/2022,1928.00,Yes,1.80,No,9.00,Yes,19,1,187,3,20,691,1580,3777,7,2,13,Yes,Yes,Yes,very high cost
6/3/2022,1875.00,Yes,0.50,Yes,11.00,Yes,55,0.7,91,1,17,1802,1942,2712,7,2,6,Yes,No,Yes,very high cost
6/3/2022,1128.00,Yes,1.10,No,9.00,Yes,46,0.9,135,8,10,751,1582,1434,5,0,11,Yes,No,No,medium cost
6/3/2022,1748.00,No,1.70,Yes,6.00,Yes,14,0.5,146,3,7,859,1234,3968,16,12,3,Yes,No,Yes,very high cost
6/3/2022,1413.00,No,0.50,Yes,5.00,No,51,0.3,117,5,11,187,517,3383,16,5,2,No,No,No,very high cost
6/3/2022,825.00,No,0.50,Yes,0.00,Yes,23,0.1,86,2,0,206,1917,3278,8,6,2,Yes,No,Yes,very high cost
6/3/2022,1589.00,Yes,1.40,No,3.00,Yes,26,0.1,100,8,16,1673,1759,3970,16,8,18,Yes,No,Yes,very high cost
6/3/2022,535.00,Yes,0.50,Yes,8.00,Yes,54,0.5,145,8,15,710,939,2674,14,8,10,Yes,No,No,high cost
6/3/2022,1780.00,Yes,0.50,No,6.00,No,27,0.1,190,4,11,1331,1463,2776,19,17,14,Yes,Yes,Yes,very high cost
6/3/2022,1671.00,No,0.60,Yes,7.00,Yes,61,0.1,129,2,11,263,848,2336,10,4,7,Yes,No,No,high cost
6/3/2022,1821.00,No,0.90,No,9.00,Yes,12,0.3,114,1,18,97,1803,2430,7,4,6,Yes,Yes,Yes,high cost
6/3/2022,1076.00,Yes,2.60,No,3.00,Yes,38,0.7,119,6,8,129,915,891,18,3,9,Yes,Yes,No,low cost
6/3/2022,532.00,Yes,0.80,Yes,3.00,No,8,0.1,193,5,10,1213,1354,728,13,5,8,Yes,Yes,No,low cost
6/3/2022,777.00,Yes,2.60,No,3.00,No,30,0.9,148,5,17,189,1143,3886,14,10,7,Yes,No,No,very high cost
6/3/2022,1217.00,Yes,0.50,No,3.00,No,17,0.5,182,4,13,628,632,1711,7,3,9,Yes,No,Yes,medium cost
6/3/2022,1656.00,Yes,1.60,Yes,0.00,No,16,1,117,7,2,320,899,2856,14,3,20,Yes,Yes,Yes,high cost
6/3/2022,1185.00,No,1.90,No,0.00,No,31,0.4,152,8,7,837,1642,2447,16,2,3,Yes,Yes,Yes,high cost
6/3/2022,577.00,No,2.40,No,8.00,Yes,37,0.9,161,6,20,1087,1450,814,11,7,19,Yes,Yes,Yes,low cost
6/3/2022,737.00,Yes,2.40,Yes,7.00,No,49,0.6,193,4,16,781,1463,2951,7,0,10,No,Yes,No,high cost
6/3/2022,704.00,No,2.20,Yes,4.00,No,53,0.2,186,6,6,251,1013,3653,7,1,15,Yes,Yes,Yes,high cost
6/3/2022,525.00,Yes,0.50,Yes,5.00,No,51,0.5,137,8,11,262,1587,1891,18,3,12,No,Yes,No,medium cost
6/3/2022,504.00,Yes,0.50,Yes,5.00,No,16,0.1,166,1,9,767,1665,701,17,15,15,Yes,No,Yes,low cost
6/3/2022,793.00,No,1.20,Yes,1.00,Yes,38,0.6,176,4,7,1226,1815,3139,6,1,12,Yes,Yes,Yes,very high cost
6/3/2022,569.00,No,0.60,Yes,2.00,No,39,0.1,184,8,9,389,739,2811,7,6,7,Yes,No,Yes,medium cost
6/3/2022,1590.00,No,1.90,Yes,3.00,Yes,21,1,160,5,18,920,963,1701,11,4,4,Yes,No,Yes,medium cost
6/3/2022,707.00,No,0.50,No,0.00,Yes,16,0.1,194,2,0,1027,1508,1853,17,14,12,Yes,Yes,Yes,medium cost
6/3/2022,767.00,No,1.90,No,16.00,Yes,19,0.2,185,6,17,271,1000,2445,6,1,6,Yes,Yes,Yes,medium cost
6/3/2022,1350.00,Yes,0.50,Yes,0.00,Yes,50,0.8,181,8,4,369,544,2287,15,1,8,Yes,Yes,No,medium cost
6/3/2022,1117.00,Yes,0.60,Yes,0.00,No,31,0.2,146,2,7,1258,1627,2003,8,7,14,No,Yes,Yes,high cost
6/3/2022,641.00,Yes,1.10,No,0.00,Yes,7,0.9,192,1,3,417,759,3595,7,5,19,Yes,Yes,Yes,high cost
6/3/2022,1002.00,No,0.80,Yes,0.00,Yes,35,0.5,83,2,4,1345,1416,1726,16,5,19,Yes,No,Yes,medium cost
6/3/2022,1408.00,Yes,2.10,Yes,10.00,No,45,0.9,89,5,14,613,1088,3952,8,6,3,No,No,Yes,very high cost
6/3/2022,1900.00,Yes,2.00,Yes,1.00,No,41,0.5,190,8,6,912,1596,850,5,1,4,Yes,Yes,Yes,medium cost
6/3/2022,726.00,No,2.90,No,0.00,No,43,0.1,101,8,0,666,760,1446,17,2,8,Yes,Yes,No,low cost
